"Plot Title: Tortuguero_light_Winter2025"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20206312, SEN S/N: 20206312)","Intensity, Lux (LGR S/N: 20206312, SEN S/N: 20206312)"
519,01/16/25 08:30:00 PM,23.292,0.0
520,01/16/25 08:45:00 PM,23.388,0.0
521,01/16/25 09:00:00 PM,23.292,0.0
522,01/16/25 09:15:00 PM,23.292,0.0
523,01/16/25 09:30:00 PM,23.196,0.0
524,01/16/25 09:45:00 PM,23.004,0.0
525,01/16/25 10:00:00 PM,22.717,0.0
526,01/16/25 10:15:00 PM,22.525,0.0
527,01/16/25 10:30:00 PM,22.429,0.0
528,01/16/25 10:45:00 PM,22.621,0.0
529,01/16/25 11:00:00 PM,22.621,0.0
530,01/16/25 11:15:00 PM,22.621,0.0
531,01/16/25 11:30:00 PM,22.333,0.0
532,01/16/25 11:45:00 PM,22.046,0.0
